Lon,Lat,Clave,Edo,Est,Tmed
-98.56,21.97,AJTSL,SLP,"Las Adjuntas, S.L.P.",18.7
-100.01,25.27,AL2NL,NL,"Allende Dos, N. L.",12.8
-107.38,25.09,AL2SI,SIN,"El Varejonal hidromÈtrica, Sin.",21.4
-97.68,20.93,ALAVC,VER,"¡lamo Temapache, Ver.",18.6
-102.59,22.18,ALMAG,AGS,"Alamitos, Ags.",10.3
-116.91,32.44,ALRBN,BC,"Abelardo L. RodrÌguez, B.C.",14.8
-111.73,30.72,ALTSO,SON,"Observatorio de Altar, Son.",13.5
-97.23,19.76,ALTVC,VER,"Altotonga, Ver.",11.9
-99.26,18.73,ALUMR,MOR,"Alpuyeca, Mor.",20.9
-99.65,19.48,ALZATE,MEX,"Alzate, MÈx. SGT*",11.2
-104.07,25.26,AM2DR,DGO,"AgustÌn Melgar, Dgo. SMN*",13.9
-100.58,20.55,AMCGJ,GTO,"Ameche, Gto.",14.4
-99.38,18.6,AMCMR,MOR,"Amacuzac, Mor.",22
-101.06,29.45,AMSCL,COAH,"Internacional La Amistad, Coah.",10.8
-92.78,16.4,ANGCP,CHIS,"Doctor Belisario DomÌnguez, Chis.",23.3
-102.46,22.19,ANVAG,AGS,"Cincuenta Aniversario, Ags.",13.2
-109.89,27.82,AOBSO,SON,"¡lvaro ObregÛn, Son.",19.9
-97.84,20.41,APAPB,PUE,"Apapantilla, Pue.",21.1
-104.49,26.23,APRDR,DGO,"Ing. BenjamÌn Ortega Cantero, Dgo.",12.1
-100.62,20.45,APSGJ,GTO,"Apaseo el Alto, Gto.",16.5
-102.37,19.08,APTMC,MICH,"Apatzing·n, Mich.",24.3
-109.54,31.33,APTSO,SON,"Agua Prieta, Son.",9.1
-100.93,25.56,ARACL,COAH,"Ramos Arizpe Aeropuerto, Coah.",13.5
-99.22,19.57,ARBMX,MEX,"Las Arboledas, MÈx.",15.4
-108.7,25.7,ARCSI,SIN,"Adolfo RuÌz CortÌnes, Sin.",20.2
-109.11,27.23,ARCSO,SON,"Adolfo RuÌz CortÌnes, Son.",19.2
-95.44,18.58,ARCVC,VER,"¡ngel Rosario Cabada, Ver.",21.8
-109.09,30.07,ARISO,SON,"Aribabi, Son.",9.6
-93.9,16.24,AROCP,CHIS,"Observatorio de Arriaga, Chis.",25.5
-99.82,24.1,ARRNL,NL,"Aramberri, N.L.",16.8
-110.17,30.34,ARZSO,SON,"Arizpe, Son.",15.4
-99.91,24.32,ASCNL,NL,"La AscensiÛn, N.L.",11.9
-101.63,20.5,ATBGJ,GTO,"Agua Tibia, Gto.",14.9
-98.35,21.02,ATCHD,HGO,"Atlapexco, Hgo.",19.9
-98.91,19.54,ATEMX,MEX,"Atenco, MÈx.",15.2
-96.53,17.43,ATEOX,OAX,"Atepec, Oax.",15.3
-103.46,21.81,ATGZC,ZAC,"Atolinga, Zac.",16.5
-98.93,18.95,ATLMR,MOR,"Atlatlahucan, Mor.",19.9
-98.42,18.92,ATXPB,PUE,"Atlixco, Pue.",16.6
-100.43,17.21,ATYGR,GRO,"Atoyac, Gro.",27.4
-96.72,19.71,ATZVC,VER,"Atzalan, Ver.",10.5
-97.88,20.39,AVCPB,PUE,"¡vila Camacho, Pue.",20.1
-107.47,25.03,AWSSI,SIN,"Andrew Weiss, Sin.",21.8
-99.1,16.95,AYUGR,GRO,"Ayutla, Gro.",28.3
-113.56,28.9,BAABN,BC,"BahÌa de los ¡ngeles, B.C. SMN*",17.7
-107.26,28.77,BACCH,CHIH,"BachÌniva, Chih.",8.3
-96.72,17.07,BAEOX,OAX,"Base AÈrea, Oax.",19.1
-97.93,22.39,BALTP,TAMP,"Bombas Altamira, Tamps.",19.4
-96.94,19.59,BANVC,VER,"Banderilla, Ver.",15.4
-104.06,19.91,BBAJL,JAL,"Basilio Vadillo, Jal.",25.5
-110.24,30.6,BCNSO,SON,"Bacanuchi, Son.",9.1
-108.93,30.36,BCRSO,SON,"Bacerac, Son.",10.5
-91.48,17.43,BDCTB,TAB,"Boca del Cerro, Tab.",24.3
-98.11,18.91,BDDPB,PUE,"Manuel ¡vila Camacho, Pue.",13.9
-89.22,19.88,BECYC,YUC,"BecanchÈn, Yuc.",24.2
-98.96,21.75,BLMSL,SLP,"Ballesmi, S.L.P.",18.7
-110.22,30,BNMSO,SON,"Banamichi, Son.",14.3
-91.49,17.43,BOCADELCERRO,TAB,"Boca del Cerro, Tab. SGT*",24
-89.74,20,BOLCA,CAMP,"BolonchÈn, Camp.",25.1
-93.15,16.64,BOQCP,CHIS,"BoquerÛn, Chis.",23.9
-95.93,16.65,BOQOX,OAX,"Boquilla 1, Oax.",23.3
-99.12,24.08,BR1TP,TAMP,"El Barretal Uno, Tamps.",14.5
-96.93,19.48,BRIVC,VER,"Briones, Ver.",14.3
-101.84,21.05,BRRGJ,GTO,"El Barrial, Gto.",14.9
-99.22,24.1,BRRTP,TAMP,"El Barretal, Tamps.",15.2
-108.21,28.21,BSSCH,CHIH,"Basaseachi, Chih.",7.4
-102.95,22.82,BTEZC,ZAC,"RamÛn LÛpez Velarde, Zac.",12.5
-107.72,27.03,BTPCH,CHIH,"Batopilas, Chih.",18.2
-107.9,27.9,BTVCH,CHIH,"Batovira, Chih.",6.1
-103.61,19.25,BVSCM,COL,"Buenavista, Col.",23.6
-99.4,18.46,BVSGR,GRO,"Buena Vista, Gro.",23
-100.66,18.35,CA2GR,GRO,"Ciudad Altamirano, Gro. SMN*",27.8
-95.74,18.37,CACVC,VER,"Carlos Arturo Carrillo, Ver.",23
-107.93,30.38,CAGCH,CHIH,"Observatorio de Nuevo Casas Grandes, Chih.",8.8
-104.7,24,CAGDR,DGO,"Campo AgrÌcola, Dgo.",12.5
-100.66,18.36,CALGR,GRO,"Ciudad Altamirano, Gro.",27.8
-99.7,19.33,CALMX,MEX,"Calixtlahuaca, MÈx.",10.6
-102.71,21.85,CALVILLO,AGS,"Calvillo, Ags. SMN*",15.4
-90.55,19.85,CAMCA,CAMP,"Campeche, Camp. SMN*",25.2
-99.58,24.87,CAMNL,NL,"Camacho, N.L.",14.9
-90.58,19.3,CANCA,CAMP,"Canasayab, Camp.",24.8
-86.82,21.16,CANQR,QROO,"Canc˙n, Q. Roo.",27.4
-89.08,20.46,CANYC,YUC,"Cantamayec, Yuc.",24.5
-105.11,21.83,CAPNR,NAY,"Capomal, Nay.",25.6
-91.76,18.65,CARCA,CAMP,"El Carmen, Camp.",25.9
-99.44,24.98,CARNL,NL,"Carmen de los Elizondo Linares, N.L.",14
-93.38,18,CARTB,TAB,"C·rdenas, Tab.",23.4
-92.48,16.31,CASCP,CHIS,"Cascajal, Chis.",22.4
-114.72,29.73,CATAVINA,BC,"CataviÒa, B.C. SMN*",14.1
-87.86,20.72,CATYC,YUC,"CatzÌn, Yuc.",24.4
-104.8,24.52,CB2DR,DGO,"Caboraca hidromÈtrica, Dgo.",12
-99.17,19.45,CBIDF,CDMX,"Escuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",15.8
-101.46,20.32,CBLMC,MICH,"Casa Blanca, Mich.",15.2
-104.81,24.54,CBRDR,DGO,"Caboraca, Dgo.",12
-102.06,26.98,CCGCL,COAH,"Cuatro CiÈnegas, Coah.",13.8
-99.7,17.67,CCHGR,GRO,"Chichihualco, Gro.",20.4
-99.28,25.71,CCHNL,NL,"Cuchillo Solidaridad, N.L.",13.8
-111.66,25.01,CCNBS,BCS,"Observatorio de Ciudad ConstituciÛn, B.C.S.",18.3
-105.17,27.69,CCOCH,CHIH,"Ciudad Camargo, Chih.",12.3
-109.62,27.42,CCRSO,SON,"Cocoraque, Son.",17.7
-100.95,29.33,CDACL,COAH,"Ciudad AcuÒa, Coah.",10.4
-105.45,28.21,CDLCH,CHIH,"Ciudad Delicias, Chih.",10.2
-100.66,26.84,CDLCL,COAH,"Candela, Coah.",13.2
-103.73,18.76,CDOCM,COL,"Cerro de Ortega, Col.",26.3
-96.26,18,CDOOX,OAX,"Miguel de la Madrid Hurtado, Oax.",22.4
-98.6,26.24,CDOTP,TAMP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",13.5
-102.68,22,CDRAG,AGS,"La Codorniz, Ags.",15.5
-97.44,18.99,CDSPB,PUE,"Ciudad Serd·n, Pue.",10.9
-99.02,21.98,CDVSL,SLP,"Ciudad Valles, S.L.P.",16.9
-99.14,19.52,CEADF,CDMX,"Campamento Amealco, Cd. de MÈx.",15.4
-104.12,26.52,CEBDR,DGO,"Ceballos, Dgo.",11.2
-96.7,19.43,CEGVC,VER,"Cerro Gordo, Ver.",19.3
-98.97,19.48,CEMCAS,MEX,"CEMCAS, MÈx. SMN*",14
-97.96,18.97,CEMPB,PUE,"Cemex, Pue.",16
-102.73,23.6,CFPZC,ZAC,"CaÒitas de Felipe Pescador, Zac",13
-104.12,24.44,CGVDR,DGO,"Ciudad Guadalupe Victoria, Dgo.",13.2
-103.47,19.7,CGZJL,JAL,"Observatorio de Ciudad Guzm·n, Jal.",16.7
-103.2,20.29,CHAJL,JAL,"Chapala 1, Jal. SMN*",17.9
-93.1,16.94,CHICP,CHIS,"Manuel Moreno Torres, Chis.",23.5
-99.5,17.55,CHIGR,GRO,"Chilpancingo, Gro.",20.5
-98.58,18.52,CHIPB,PUE,"Chietla, Pue.",21.7
-88.47,20.39,CHIYC,YUC,"Chan Chichimil·, Yuc.",23.1
-102.9,22,CHIZC,ZAC,"El Chique, Zac.",16.4
-99.18,17.61,CHLGR,GRO,"Chilapa, Gro.",19
-98.32,19.07,CHLPB,PUE,"Cholula, Pue.",15.7
-90.72,19.36,CHMCA,CAMP,"ChampotÛn, Camp.",24.8
-92.28,15.75,CHMCP,CHIS,"Chicomuselo, Chis.",21.6
-102.2,22.01,CHOAG,AGS,"CaÒada Honda, Ags.",12.9
-88.33,18.5,CHOQR,QROO,"Observatorio de Chetumal, Q. Roo.",25.4
-89.83,20.75,CHOYC,YUC,"Chochol·, Yuc.",25.5
-98.88,19.48,CHPMX,MEX,"Chapingo, MÈx.",14.6
-98.57,18.11,CHSPB,PUE,"Chila de la Sal, Pue.",21.4
-111.52,30.87,CHTSO,SON,"CuauhtÈmoc, Son.",13.8
-95.06,16.5,CHVOX,OAX,"Santiago Chivela, Oax.",21.4
-108.33,26.74,CHXSI,SIN,"Observatorio de Choix, Sin.",19.6
-98.16,21.74,CHYVC,VER,"Paso de Piedras, Ver.",18.4
-89.64,21.03,CICYC,YUC,"Centro de InvestigaciÛn CientÌfica, Yuc.",25.6
-106.45,31.76,CILANORTE,CHIH,"CILA Norte, Chih. SGT*",7.6
-99.92,22.58,CIUDADMANTE,TAMP,"Ciudad Mante, Tamps. SMN*",18.1
-110.74,29.47,CJNSO,SON,"El CajÛn, Son.",14.1
-106.4,31.74,CJZCH,CHIH,"Ciudad Ju·rez, Chih.",8.2
-107.4,24.82,CLCSI,SIN,"Culiac·n, Sin.",22.7
-97.54,21.07,CLHVC,VER,"Chalahuite, Ver.",19.9
-103.63,18.83,CLLCM,COL,"Callejones, Col.",27.6
-105.38,27.58,CLNCH,CHIH,"Ing. Andrew Weiss, Chih.",10.1
-103.52,25.53,CLRDR,DGO,"Ciudad Lerdo, Dgo.",14.9
-103.25,22.13,CLTJL,JAL,"Observatorio de Colotl·n, Jal.",14.8
-102.19,21.83,CLVAG,AGS,"Calvillo, Ags.",10.7
-100.82,20.54,CLYGJ,GTO,"Celaya, Gto.",17.3
-90.54,19.84,CMPCA,CAMP,"Campeche, Camp.",25
-98.2,19.02,CNAPB,PUE,"Conagua, Pue.",16.8
-103.7,24.87,CNCDR,DGO,"CuencamÈ, Dgo.",14.9
-86.78,21.07,CNCQR,QROO,"Canc˙n Radar, Q. Roo. SMN*",26.5
-91.05,18.18,CNDCA,CAMP,"Candelaria, Camp.",24.9
-108.54,27.42,CNDCH,CHIH,"ChÌnipas, Chih.",16.7
-98.05,19.74,CNGPB,PUE,"Chignahuapan, Pue.",10.3
-98.41,16.47,CNLGR,GRO,"Cuajinicuilapa, Gro.",28.4
-99.3,19.7,CNPMX,MEX,"La ConcepciÛn, MÈx.",13.2
-101.99,21.9,CNSAG,AGS,"Los Conos, Ags.",12.6
-100.95,29.21,CNTCL,COAH,"El Centenario, Coah.",10.4
-104.75,24.5,CNTDR,DGO,"Canatl·n, Dgo.",11.8
-86.91,20.48,CO2QR,QROO,"Cozumel, Q. Roo. SMN*",25.4
-98.16,18.61,COAPB,PUE,"Coatzingo, Pue.",20.8
-96.94,19.45,COAVC,VER,"Coatepec, Ver.",17.5
-90.51,19.84,COBCA,CAMP,"Observatorio de Campeche, Camp.",25.9
-99.63,19.29,COBMX,MEX,"Observatorio de Toluca, MÈx.",10
-109.94,27.5,COBSO,SON,"Observatorio de Ciudad ObregÛn, Son.",18.4
-99.66,18.25,COCGR,GRO,"Cocula, Gro.",25.6
-101.47,21.07,COMGJ,GTO,"Comanjilla, Gto.",15.1
-97.82,25.97,CONTP,TAMP,"Control, Tamps.",14.7
-89.5,21.08,CONYC,YUC,"Conkal, Yuc.",25
-92.1,16.2,COOCP,CHIS,"Observatorio de Comit·n, Chis.",17.8
-98.97,16.61,COPGR,GRO,"Copala, Gro.",23.2
-100.36,20.2,CORGJ,GTO,"Coroneo, Gto.",12.7
-101.86,20.21,CORMC,MICH,"Corrales, Mich.",16.1
-101.39,24.62,CORZC,ZAC,"ConcepciÛn del Oro, Zac.",13.2
-94.4,18.1,COTVC,VER,"Observatorio de Coatzacoalcos, Ver.",23.3
-86.95,20.51,COZQR,QROO,"Cozumel, Q. Roo.",26.8
-105.13,20,CPEJL,JAL,"CajÛn de PeÒa, Jal.",25
-98.56,19.59,CPPTL,TLAX,"Calpulalpan, Tlax.",11.6
-99.4,24.94,CPRNL,NL,"JosÈ LÛpez Portillo, N.L.",13.4
-103.8,19.21,CQMCM,COL,"Coquimatl·n, Col.",25.7
-96.37,19.36,CRDVC,VER,"Cardel, Ver.",23.2
-107.63,27.75,CRLCH,CHIH,"Creel, Chih.",5
-101.67,20.62,CRMGJ,GTO,"Cuer·maro, Gto.",17
-116.7,32.48,CRRBN,BC,"El Carrizo, B.C.",13.2
-96.65,19.32,CRRVC,VER,"Carrizal, Ver.",22
-100.96,20.49,CRTGJ,GTO,"Cort·zar, Gto.",16.3
-99.7,24.78,CRUNL,NL,"Crucitas, N.L.",14
-99.61,26.09,CRVNL,NL,"Cerralvo, N.L.",13.6
-109.93,22.9,CSLBS,BCS,"Cabo San Lucas, B.C.S.",20
-102.3,22.36,CSOAG,AGS,"CosÌo, Ags.",10.8
-100.9,20.95,CSRGJ,GTO,"Cinco SeÒores, Gto.",13
-101.67,21.19,CSSGJ,GTO,"Los Castillos, Gto.",16
-101.67,21.2,CSTGJ,GTO,"Los Castillos, Gto.",16.2
-99.2,19.41,CTMDF,CDMX,"Observatorio de Tacubaya, Cd. de MÈx.",16.3
-100.28,22.43,CTSSL,SLP,"Cerritos, S.L.P.",14.6
-97.52,20.03,CTZPB,PUE,"Cuetzalan del Progreso, Pue.",16.5
-103.6,19.32,CUACM,COL,"CuauhtÈmoc, Col.",23.5
-98.95,18.81,CUAMR,MOR,"Cuautla, Mor.",20.5
-99.29,19.37,CUASE,CDMX,"Cuajimalpa, Cd. de MÈx. SGIRPC*",13.4
-97.77,19.3,CUATL,TLAX,"Cuapiaxtla, Tlax.",13.7
-102.35,22.45,CUAZC,ZAC,"Ciudad CuauhtÈmoc, Zac.",13.7
-99.2,18.9,CUEMR,MOR,"Cuernavaca, Mor.",20
-96.95,17.8,CUIOX,OAX,"Cuicatl·n, Oax.",21.8
-99.38,18.7,CUTMR,MOR,"Cuautlita, Mor.",22.4
-89.31,20.74,CUZYC,YUC,"Cuzama, Yuc.",24.8
-99.17,23.72,CVCTP,TAMP,"Observatorio de Ciudad Victoria, Tamps.",15.2
-99.19,23.73,CVTTP,TAMP,"Ciudad Victoria, Tamps.",15.2
-103.45,21.07,CXTJL,JAL,"Cuixtla, Jal.",20.3
-87.68,21.51,CYOYC,YUC,"El Cuyo, Yuc.",25.8
-103.47,25.54,CYTCL,COAH,"Coyote, Coah.",17.3
-100.17,23.68,DARNL,NL,"Doctor Arroyo, N.L.",15.1
-99.2,19.3,DATDF,CDMX,"DesviaciÛn Alta, Cd. de MÈx.",17.7
-105.5,28.17,DELICIAS,CHIH,"Ciudad Delicias, Chih. SMN*",13.4
-100.93,21.15,DHGGJ,GTO,"Dolores Hidalgo, Gto.",14.8
-113.46,27.64,DIAZORDAZBN,BCS,"Gustavo DÌçaz Ordaz, B.C.S. SMN*",16.9
-103.88,19.11,DJLCM,COL,"Presa derivadora Jala, Col.",26.3
-99.56,19.88,DNXMX,MEX,"DanxhÛ, MÈx.",11.2
-113.46,27.64,DORBS,BCS,"DÌaz Ordaz, B.C.S.",14.4
-104.67,24.03,DRGDR,DGO,"Durango, Dgo.",14.3
-89.04,21.25,DZIYC,YUC,"Dzidzant˙n, Yuc.",24.6
-100.9,20.28,ECBGJ,GTO,"El Cubo, Gto.",14.6
-109.23,29.2,ECBSO,SON,"El Cubil, Son.",15.6
-101.24,20.87,ECHGJ,GTO,"El ChapÌn, Gto.",15.2
-98.28,18.97,ECHPB,PUE,"EcheverrÌa, Pue.",14.5
-101.37,20.72,ECNGJ,GTO,"El Conejo, Gto.",14.9
-100.2,25.52,ECSNL,NL,"El Cerrito, N.L.",14.1
-97.65,19.32,ECTTL,TLAX,"El Carmen Tequexquitla, Tlax.",12.2
-116.83,32.47,EFLBN,BC,"El Florido, B.C.",15
-108.62,26.43,EFTSI,SIN,"El Fuerte, Sin.",19
-100.45,19.97,EGIMC,MICH,"El Gigante, Mich.",15.8
-103.1,23.69,ELCZC,ZAC,"El Cazadero, Zac.",12.3
-98.79,18.69,ELPMR,MOR,"El PeÒÛn, Mor.",18.9
-102.04,22.67,ELSZC,ZAC,"El Saladillo, Zac.",10.7
-91.79,17.86,EMILIANOZAPATA,TAB,"Emiliano Zapata, Tab. SGT*",24.8
-99.24,19.45,EMOMX,MEX,"El Molinito RÌo Hondo, MÈx.",15.3
-92.92,17.98,EMUTB,TAB,"Villahermosa Muelle, Tab.",24.5
-99.36,20.16,ENDHD,HGO,"EndhÛ, Hgo.",15.6
-115.15,32.41,ENLBN,BC,"Observatorio de Ejido Nuevo LeÛn, B.C.",13.9
-99.08,23.38,ENNTP,TAMP,"La Encantada, Tamps.",14.5
-96.36,19.41,ENRVC,VER,"El Naranjillo, Ver.",22.8
-101.68,21.17,EPLGJ,GTO,"El Palote, Gto.",15.7
-110.8,27.95,EPLSO,SON,"Observatorio de Empalme, Son.",19.2
-92.81,18.04,EPOTB,TAB,"El Porvenir, Tab.",23.9
-98.69,22.6,ERCTP,TAMP,"Estudiante Ramiro Caballero Dorantes, Tamps.",17.9
-90.76,18.61,ESCARCEGA,CAMP,"Esc·rcega, Camp. SMN*",25.2
-90.74,18.6,ESCCA,CAMP,"Esc·rcega, Camp.",25.1
-92.67,15.33,ESCUINTLA,CHIS,"Escuintla, Chis. SMN*",27.5
-100.92,25.44,ESLCL,COAH,"SecretarÌa de Agricultura Saltillo, Coah.",12.9
-96.16,19.07,ETEVC,VER,"El Tejar, Ver.",21.8
-103.35,21.65,EXCZC,ZAC,"Miguel Alem·n, Zac.",14
-103.34,20.72,EXPJL,JAL,"La Experiencia, Jal.",17.1
-91.75,17.75,EZATB,TAB,"Emiliano Zapata, Tab.",24.6
-89.58,20.98,EZAYC,YUC,"Emiliano Zapata, Yuc.",24.8
-89.64,20.94,FAEYC,YUC,"Fuerza AÈrea, Yuc.",25.1
-88.04,19.58,FCRQR,QROO,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",25.9
-92.33,15.17,FHACP,CHIS,"Finca Hamburgo, Chis.",21.7
-105.63,28.17,FIMCH,CHIH,"Francisco I. Madero, Chih.",10.9
-89.64,21.05,FIYYC,YUC,"Facultad de IngenierÌa Universidad AutÛnoma de Yucat·n, Yuc.",24.6
-102.89,23.17,FREZC,ZAC,"Fresnillo, Zac.",12.3
-103.96,24,FV2DR,DGO,"Francisco Villa hidromÈtrica, Dgo.",13.2
-103.96,24,FVLDR,DGO,"Francisco Villa, Dgo.",13.2
-103.77,25.27,FZRDR,DGO,"Francisco Zarco, Dgo.",16.3
-92.92,17.97,GABTB,TAB,"Gaviotas 2, Tab.",23.6
-100.08,24.83,GALNL,NL,"Galeana, N.L.",14.5
-99.24,21.91,GANSL,SLP,"Gallinas, S.L.P.",17.6
-95.56,18.27,GARVC,VER,"Garro, Ver.",23
-89.66,20.98,GARYC,YUC,"Organismo de Cuenca PenÌnsula de Yucat·n, Yuc.",24.1
-99.09,19.48,GCNDF,CDMX,"km 6+250, Cd. de MÈx.",14
-107.91,25.86,GD2SI,SIN,"Bacurato hidromÈtrica de Gustavo Diaz Ord·z, Sin.",20.7
-105.25,25.5,GESDR,DGO,"General Escobedo, Dgo.",12.8
-103.09,22.93,GJAZC,ZAC,"General JoaquÌn Amaro, Zac.",11.6
-101.74,20.44,GLNGJ,GTO,"La Golondrina, Gto.",14.8
-108.09,25.47,GMCSI,SIN,"Guam˙chil, Sin.",21.4
-105.96,25.93,GNCDR,DGO,"GuanacevÌ, Dgo.",7.2
-114.05,27.96,GNGBS,BCS,"Guerrero Negro, B.C.S.",17.3
-93,17.98,GONTB,TAB,"Gonz·lez, Tab.",24.2
-93.07,17.97,GONZALEZ,TAB,"Gonz·lez, Tab. SGT*",29.8
-108.3,29.2,GPCCH,CHIH,"Guapoca, Chih.",9.3
-102.51,22.75,GPEZC,ZAC,"Guadalupe, Zac.",12.8
-107.07,26.81,GRCCH,CHIH,"Guerachi, Chih.",17.2
-102.46,22.49,GRCZC,ZAC,"Genaro Codina, Zac.",9.6
-98.92,19.58,GRDMX,MEX,"La Grande, MÈx.",16.2
-93.12,16.98,GRICP,CHIS,"Grijalva, Chis.",25.4
-108.47,25.72,GSVSI,SIN,"Guasave, Sin.",20.7
-107.22,25.34,GTNSI,SIN,"Guatenipa, Sin.",22.1
-101.27,21.01,GTOGJ,GTO,"Observatorio de Guanajuato, Gto.",15.6
-103.35,20.68,GUAJL,JAL,"Guadalajara Centro, Jal.",17.2
-101.26,21.01,GUANAJUATO,GTO,"Guanajuato, Gto. SGT*",15.3
-103.39,20.71,GUCJL,JAL,"Observatorio de Guadalajara, Jal.",17
-104.75,23.96,GVCDR,DGO,"Presidente Guadalupe Victoria, Dgo.",12.3
-104.75,23.96,GVHDR,DGO,"Guadalupe Victoria hidromÈtrica, Dgo.",12.4
-106.97,26.1,GYCCH,CHIH,"Guadalupe y Calvo, Chih.",7
-110.85,27.95,GYMSO,SON,"Guaymas, Son.",18.6
-99.65,20.37,HCPHD,HGO,"Huichapan, Hgo.",13.6
-109.33,25.98,HDZSI,SIN,"Higuera de Zaragoza, Sin.",19.2
-90.11,20.18,HECCA,CAMP,"Hecelchak·n, Camp.",25.8
-99.15,19.41,HGMSE,CDMX,"Hospital General de MÈxico, Cd. de MÈx. SGIRPC*",16.2
-98.46,21.77,HGOVC,VER,"El Higo, Ver.",18.4
-100.01,25.96,HGRNL,NL,"Higueras, N.L.",11.7
-99.18,18.57,HIGMR,MOR,"HiguerÛn, Mor.",21.6
-98.42,21.15,HJTHD,HGO,"Huejutla, Hgo.",19.9
-98.46,19.1,HJTPB,PUE,"Huejotzingo, Pue.",12.8
-97.78,17.81,HLOOX,OAX,"Observatorio de Huajuapan de LeÛn, Oax.",18.3
-98.29,21.19,HLSVC,VER,"Los Hules, Ver.",19.3
-110.92,29.07,HM2SO,SON,"Observatorio de Hermosillo, Son.",17.3
-110.93,29.07,HMNSO,SON,"Hermosillo, Son.",18.4
-89.85,19.75,HPOCA,CAMP,"Hopelchen, Camp.",25.6
-98.54,18.77,HQCPB,PUE,"Huaquechula, Pue.",19
-108.96,30.21,HSHSO,SON,"Huachinera, Son.",10.4
-96.95,19.18,HTSVC,VER,"Huatusco, Ver.",14.6
-102.25,20.48,HUAJL,JAL,"Huascato, Jal.",16.6
-99.42,18.61,HUAMR,MOR,"Huajintl·n, Mor.",22
-98.05,20.18,HUAPB,PUE,"Huauchinango, Pue.",14.9
-99.71,20.32,HUICHAPAN,HGO,"Huichapan, Hgo. SMN*",14
-99.26,19.03,HUIMR,MOR,"Huitzilac, Mor.",12.3
-100.28,20.39,HUIQT,QRO,"Huimilpan, Qro. SMN*",13
-99.02,18.44,HUTMR,MOR,"Huautla, Mor.",20.8
-98.48,20.53,HUYVC,VER,"Huayacocotla, Ver.",12.9
-100.83,20.85,IALGJ,GTO,"Ignacio Allende, Gto.",15.1
-96.55,19.4,IDOVC,VER,"Õdolos, Ver.",23.4
-99.55,18.35,IGLGR,GRO,"Iguala, Gro.",24
-107.88,26.87,IGNCH,CHIH,"San Ignacio, Chih.",16.4
-99.52,18.36,IGUALA,GRO,"Iguala, Gro. SMN*",24.4
-110.89,30.76,IMRSO,SON,"Imuris, Son.",11
-99.16,18.88,IMTMR,MOR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",20.2
-96.88,19.6,INCVC,VER,"Ingenio ConcepciÛn, Ver.",16.5
-101.88,18.27,INFMC,MICH,"Infiernillo, Mich.",28.9
-107.88,26.87,INGCH,CHIH,"San Ignacio, Chih.",16.4
-110.4,28.43,IRASO,SON,"Ignacio R. Alatorre, Son.",16.6
-101.35,20.68,IRPGJ,GTO,"Irapuato, Gto.",16.4
-100.82,21.88,IVGSL,SLP,"ValentÌn Gama, S.L.P.",12.5
-99.22,20.48,IXMHD,HGO,"Ixmiquilpan, Hgo.",15.3
-106.6,23.96,IXPSI,SIN,"Ixpalino, Sin.",23
-95.1,16.58,IXTOX,OAX,"Ixtepec, Oax.",25.9
-97.82,19.62,IXTPB,PUE,"Ixtacamaxtitl·n, Pue.",12.7
