  LON,   LAT,   ESTADO,     CVE_SIH,NOMBRE_ESTACION, ABR
-98.6,21.17,HGO,ORZHD,SAN FELIPE ORIZATLAN,14.4
-98.74,20.12,HGO,PCHHD,PACHUCA,22.1
-98.75,20.13,HGO,PCOHD,"Pachuca Observatorio, Hgo.",13.4
-98.34,20.06,HGO,PERHD,PRESA LA ESPERANZA,6.3
-99.33,20.73,HGO,PRGHD,P.ROJO GOMEZ (LA PE—A),0
-99.31,19.97,HGO,PRQHD,PRESA REQUENA,48
-99.38,20.44,HGO,PVAHD,PRESA VICENTE AGUIRRE,0
-98.37,20.08,HGO,TLGHD,TULANCINGO,3.3
-99.39,19.84,HGO,TXMHD,TAXHIMAY,13.9
-99.5,20.66,HGO,ZMPHD,PRESA ZIMAPAN,1.8
-98.65,20.65,HGO,ZXTHD,ZACUALTIPAN,15
-102.44,21.6,JAL,AJJJL,AJOJUCAR,0
-104.06,19.91,JAL,BBAJL,BASILIO BADILLO,0
-103.72,22.4,JAL,BCSJL,BOCAS,0
-103.2,20.29,JAL,CHAJL,"Chapala 1, Jal.  SMN*",0
-105.07,20.03,JAL,CPEJL,CAJON DE PEÒA,0
-101.7,21.5,JAL,CRTJL,PRESA EL CUARENTA,0
-101.14,19.96,JAL,CUIJL,CUITZEO,0
-105.05,20.58,JAL,CULJL,CUALE,0
-103.45,21.07,JAL,CXTJL,CUIXTLA,0
-102.9,21.2,JAL,ESTJL,EL ESTRIBON,0
-103.33,20.73,JAL,EXPJL,LA EXPERIENCIA,0
-102.77,20.3,JAL,FTEJL,EL FUERTE,0
-102.7,20.63,JAL,GRBJL,"GARABATOS, AUTOMATICA",0
-103.37,20.67,JAL,GUAJL,GUADALAJARA CENTRO,0
-103.4,20.7,JAL,GUCJL,GUADALAJARA COLOMUS,0
-103.6,20.5,JAL,HRTJL,HURTADO,0
-102.71,20.29,JAL,JMYJL,JAMAY,0.1
-103.2,20.3,JAL,LDCJL,LAGO DE CHAPALA,0
-102.23,20.48,JAL,PO2JL,"La Polvora, Jal.  GASIR*",0
-102.2,20.5,JAL,POLJL,LUGO ZANABRIA-LA POLVORA,0.1
-102.84,20.72,JAL,REDJL,LA RED,0
-101.85,21.35,JAL,SA1JL,PRESA LA SAUCEDA,2
-101.85,21.35,JAL,SAUJL,LA SAUCEDA,0
-102.5,21.3,JAL,SGRJL,SAN GASPAR DE LOS REYES,0
-103.71,20.91,JAL,SRSJL,PRESA SANTA ROSA,0
-102.58,21.45,JAL,TCAJL,TEOCALTICHE,0
-104.32,20.04,JAL,TCTJL,TACOTAN,0
-103.2,22.17,JAL,TENJL,TENASCO,0
-103.32,20.58,JAL,TLAJL,TLAQUEPAQUE,0
-104.12,19.85,JAL,TMLJL,P. TRIGOMIL,0
-103.8,20.6,JAL,VEGJL,LA VEGA,0
-103.08,20.07,JAL,VTNJL,"EL VOLANTIN, AUTOMATICA",0
-99.35,19.38,MEX,2RSMX,DOS RIOS,47.9
-99.22,19.57,MEX,ARBMX,LAS ARBOLEDAS,12.3
-98.91,19.51,MEX,ATEMX,ATENCO,21.3
-99.87,19.78,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",15
-99.7,19.33,MEX,CALMX,CALIXTLAHUACA,17.9
-99.33,19.4,MEX,CDBMX,CAIDA DEL BORRACHO,0
-99.51,19.21,MEX,CGCMX,GERENCIA C.N.A. CODAGEM,29.1
-100.12,19.2,MEX,CHIMX,P. CHILESDO,8.1
-98.88,19.48,MEX,CHPMX,CHAPINGO,23.1
-99.24,19.53,MEX,CLYMX,CALACOAYA,15.5
-99.91,20.15,MEX,CNPMX,PRESA LA CONCEPCION,4.5
-99.63,19.29,MEX,COBMX,C.N.A. OBSERVATORIO,23.8
-100.18,19.1,MEX,COLMX,COLORINES,0
-99.6,19.9,MEX,DNXMX,P. DANXHO,21.5
-99.23,19.45,MEX,EMOMX,MOLINITO,17
-98.92,19.58,MEX,GRDMX,LA GRANDE AUTOMATICA,21.6
-98.92,19.58,MEX,GRDMX,"LA GRANDE, MEX",21.6
-99.7,20.07,MEX,HPNMX,P. HUAPANGO,20
-99.77,19.57,MEX,IXCMX,IXTLAHUACA,0
-99.05,19.63,MEX,K27MX,KM. 27+250,16.4
-100.08,19.38,MEX,LBEMX,LOS BERROS,0.3
-99.25,19.63,MEX,LGLMX,LAGO GUADALUPE,0
-99.22,19.48,MEX,MBLMX,MOLINO BLANCO,18
-99.71,19.64,MEX,MLLMX,"SANTA MARIA DEL LLANO, AUTOMATICA",9.2
-99.18,19.58,MEX,PBTMX,PRESA BARRIENTOS,0
-99.03,19.65,MEX,PCCMX,CHICONAUTLA II,15.3
-99.03,19.73,MEX,PCGMX,P. COLGANTE AUTOMATICA (DF),13
-99.18,19.74,MEX,PCGMX,PUENTE COLGANTE,13
-99.01,19.64,MEX,PCTMX,CHICONAUTLA I,26.2
-99.79,19.82,MEX,PFBMX,PRESA FRANCISCO T. FABELA,28
-99.77,19.46,MEX,PIRMX,P.IGNACIO RAMIREZ (ATOTONILCO),35.6
-99.25,19.43,MEX,PLMMX,PALMAS,38.1
-99.27,19.52,MEX,PM2MX,PRESA MADIN AUTOMATICA (DF),0
-99.26,19.53,MEX,PMDMX,PRESA MADIN,15.4
-99.7,20.1,MEX,PMNMX,P. EL MOLINO,24
-99.7,20,MEX,PNDMX,P. —ADO,8
-99.27,19.52,MEX,PREMX,PRESA MADIN,0
-99.21,19.41,MEX,PTLMX,PRESA TOTOLICA,21.5
-98.91,19.53,MEX,SADMX,SAN ANDRES (TEXCOCO),30.3
-99.7,19.47,MEX,SBBMX,SAN BERNABE (J. ANTONIO ALZATE),12
-99.71,19.21,MEX,SJHMX,S.J. HUERTAS,21.3
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA                      *,15
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA  AUTOMATICA,15
-99.7,19.6,MEX,SLBMX,SAN BARTOLO DEL LLANO,7
-99.8,19.63,MEX,SMLMX,SANTA MARIA DEL LLANO,17
-98.86,19.64,MEX,SNLMX,SAN LUCAS,15.5
-99.8,19.33,MEX,TBRMX,TRES BARRANCAS,38.5
-99.94,18.93,MEX,TESMX,TEXCALTITLAN,39.6
-98.9,19.44,MEX,TJCMX,EL TEJOCOTE,10.9
-100.02,19.9,MEX,TM2MX,TEMASCALCINGO,4.8
-99.96,19.66,MEX,TPTMX,TEPETITLAN,12
-99.28,19.45,MEX,TTLMX,TOTOLICA (HIDROMETRICA),24.5
-100.1,19.1,MEX,VBRMX,P. VALLE DE BRAVO,0.3
-99.33,19.38,MEX,VNDMX,EL VENADO,14.7
-100.05,19.46,MEX,VVCMX,P. VILLA VICTORIA,11
-102.2,17.97,MICH,ADUMC,ADJUNTAS,0
-100.94,19.55,MICH,AGOMC,AGOSTITLAN,3.5
-102.27,19.08,MICH,APTMC,APATZINGAN                          *,0
-102.42,20.18,MICH,BIBMC,BARRAJE DE IBARRA,0
-101.46,20.32,MICH,CBLMC,CASA BLANCA,0
-102.27,19.97,MICH,CHAMC,CHAPARACO,0
-100.55,19.7,MICH,CHIMC,CIUDAD HIDALGO,2
-102.75,19.18,MICH,CHLMC,P. CHILATAN,0
-100.9,18.5,MICH,CMNMC,CAIMANERA,0
-101.28,19.63,MICH,COIMC,COINTZIO,0.5
-101.86,20.21,MICH,CORMC,CORRALES,0
-101.26,19.91,MICH,CPAMC,COPANDARO,0
-101.86,20.21,MICH,CRRMC,"CORRALES, AUTOMATICA",0.2
-101.26,19.62,MICH,CT2MC,"COINTZIO, AUTOMATICA",0
-102.59,20.25,MICH,CUUMC,CUMUATO,0
-100.42,19.39,MICH,DBOMC,EL BOSQUE,6
-102.4,20.3,MICH,DGNMC,DE GONZALO,0
-100.45,19.97,MICH,EGIMC,EL GIGANTE,0
-100.28,19.53,MICH,ETAMC,E.T.A.,1
-102.7,19.9,MICH,GUAMC,GUARACHA,0
-101.87,18.77,MICH,INFMC,PRESA INFIERNILLO,0
-102.6,19.9,MICH,JARMC,JARIPO,0
-100.41,19.84,MICH,LDFMC,LAGUNA DEL FRESNO,3
-102.87,19.21,MICH,LOLMC,LOS OLIVOS,0
-102.75,20.15,MICH,LPAMC,LA PALMA,0.2
-102,20.35,MICH,LPDMC,"La Piedad, Mich.",0
-102.9,18.8,MICH,LPNMC,LOS PANCHES,0
-102.2,18.8,MICH,LPSMC,LA PASTORIA,0
-101.62,19.54,MICH,LPTMC,"LAGO DE PATZCUARO, AUTOMATICA",0
-101.2,18.8,MICH,LPZMC,LOS PINZANES,0
-101.1,19.7,MICH,MCEMC,MORELIA CENTRO,1.4
-101.46,20.32,MICH,MKZMC,"MARKASSUSSA, AUTOMATICA",4.4
-100.9,19.9,MICH,MLPMC,MALPAIS,2
-101.2,19.7,MICH,MNOMC,MORELIA NORTE,0
-102.2,17.9,MICH,MOCMC,MELCHOR OCAMPO,0
-102.2,17.93,MICH,MOCMC,MELCHOR OCAMPO L. C.,0
-101.18,19.69,MICH,MORMC,MORELIA,0
-101.1,19.7,MICH,MORMC,MORELIA CENTRO,0
-100.44,19.89,MICH,MRVMC,MARAVATIO,0
-102.33,19.96,MICH,ORAMC,ORANDINO,0
-101.05,19.49,MICH,PDBMC,PLANTA DE BOMBEO,0.1
-101.6,20.3,MICH,PORMC,PASTOR ORTIZ,0
-100.69,19.62,MICH,PUCMC,PUCUATO,3
-100.67,19.62,MICH,SABMC,SABANETA,3
-102.72,20.07,MICH,SAHMC,SAHUAYO,0
-102.46,20.21,MICH,SCRMC,SAN CRISTOBAL,0
-102.64,19.83,MICH,SJUMC,SN. JUANICO,0
-102.4,20.1,MICH,SSIMC,SAN SIMON,0
-100.23,19.98,MICH,TEPMC,PRESA TEPUXTEPEC,0.2
-100.2,19.48,MICH,TMUMC,TERCER MUNDO,4
-102.13,19.97,MICH,UREMC,UREPETIRO,0
-102.3,18.12,MICH,VILMC,PRESA LA VILLITA,0
-101.45,19.55,MICH,VJIMC,VILLA JIMENEZ,0
-102.24,20.34,MICH,YURMC,YURECUARO,0
-102.28,20.01,MICH,ZAMMC,ZAMORA,0
-101.8,19.81,MICH,ZCAMC,ZACAPU,0
-101.93,18.92,MICH,ZICMC,ZICUIRAN,0
-100.83,19.86,MICH,ZINMC,ZINAPECUARO,0
-98.83,18.95,MOR,ACHMR,ACHICHIPILCO,1.7
-99.27,18.74,MOR,ALUMR,ALPUYECA                            *,3.5
-99.4,18.6,MOR,AMCMR,AMACUZAC,0
-98.9,18.94,MOR,ATLMR,ATLATLAHUCAN,2.6
-98.9,18.8,MOR,CUAMR,CUAUTLA,0
-99.2,18.9,MOR,CUEMR,CUERNAVACA,9.8
-98.97,18.9,MOR,ELPMR,EL PE—ON,1
-99.18,18.58,MOR,HIGMR,HIGUERON,1.2
-99.42,18.61,MOR,HUAMR,HUAJINTLAN,0
-99.03,18.44,MOR,HUTMR,HUAUTLA,1
-98.8,18.7,MOR,JNCMR,JONACATEPEC,0.9
-99.2,18.6,MOR,JOJMR,JOJUTLA,4.2
-98.92,18.68,MOR,LCUMR,LA CUERA,0
-98.98,18.67,MOR,MYOMR,MOYOTEPEC,0
-99.15,18.52,MOR,NEXMR,NEXPA,4.3
-98.9,18.9,MOR,OAXMR,OAXTEPEC,0
-99.22,18.91,MOR,OBSMR,OBSERVATORIO,9.7
-98.76,18.88,MOR,OCTMR,OCUITUCO,12.9
-99.4,18.8,MOR,RODMR,PRESA EL RODEO,5.7
-99.19,18.92,MOR,SLDMR,SOLIDARIDAD,6.4
-99.2,18.9,MOR,TEMMR,TEMIXCO,4
-99.1,18.8,MOR,TICMR,TICUMAN,2
-98.94,18.62,MOR,TLCMR,TLACUALERA,0
-98.75,18.75,MOR,TLOMR,TLACOTEPEC,9.5
-98.79,18.78,MOR,TMCMR,TEMOAC,0
-98.92,18.99,MOR,TOTMR,TOTOLOAPAN,4.4
-98.84,18.58,MOR,TPLMR,TEPALCINGO,0.8
-99.19,18.52,MOR,XICMR,XICATLACOTLA,4.5
-99.1,18.9,MOR,YAHMR,YAHUTEPEC,1.8
-98.9,18.9,MOR,YECMR,YECAPIXTLA,0
-99.2,18.64,MOR,ZCTMR,ZACATEPEC,0
-105.35,22.49,NAY,ACANR,ACAPONETA,0
-104.77,21.84,NAY,AGMNR,PRESA AGUAMILPA,0
-105.11,21.83,NAY,CAPNR,CAPOMAL,0
-104.5,21.94,NAY,CHPNR,CHAPALAGANA,0
-104.45,21.43,NAY,CJNNR,EL CAJON,0
-105.14,20.89,NAY,GAVNR,GAVIOTAS,0
-105.34,22.56,NAY,LESNR,LA ESTANCIA,0
-105.02,22.38,NAY,PAJNR,PAJARITOS,8.4
-105.21,22.12,NAY,ROMNR,ROSA MORADA,0
-104.8,21.8,NAY,RSRNR,REG. SAN RAFAEL,0
-105.14,21.96,NAY,RUINR,RUIZ,0
-104.89,21.49,NAY,TEPNR,TEPIC,0
-100,27.23,NL,ANHNL,ANAHUAC,83
-99.82,24.1,NL,ARRNL,ARAMBERRI,30
-99.91,24.32,NL,ASCNL,LA ASCENSION,22
-99.74,24.99,NL,CABNL,CABEZONES,23.1
-99.58,24.88,NL,CAMNL,CAMACHO,31.9
-100.27,25.8,NL,CANNL,EL CANADA,25.1
-99.44,24.98,NL,CARNL,CARMEN D.L.E.,10.9
-99.26,25.72,NL,CCHNL,EL CUCHILLO,26.1
-100.16,25.95,NL,CDFNL,CIENEGA DE FLORES,42.6
-100,25.59,NL,CDRNL,CADEREYTA,42.6
-99.38,24.98,NL,CPRNL,PRESA CERRO PRIETO,10.3
-99.7,24.78,NL,CRUNL,CRUCITAS,46.5
-99.62,26.09,NL,CRVNL,CERRALVO,16
-100.17,23.68,NL,DARNL,DOCTOR ARROYO,11
-100.18,25.52,NL,ECSNL,EL CERRITO,16.1
-100.08,24.83,NL,GALNL,GALEANA,24.6
-100.02,25.96,NL,HGRNL,HIGUERAS,26
-100.12,25.44,NL,LBCNL,CORTINA DE LA BOCA,32.3
-99.52,25.5,NL,LERNL,LAS ENRAMADAS,13.5
-100.5,27.05,NL,LPZNL,LAMPAZOS,19
-99.19,26.08,NL,MDRNL,MADERO,44.1
-99.83,25.18,NL,MTMNL,MONTEMORELOS,31.7
-100.27,25.68,NL,MTRNL,MONTERREY,38.5
-100.3,25.73,NL,OBSNL,OBSERVATORIO,37.6
-99.21,24.99,NL,PAMNL,LA PAMONA                           *,14
-99.32,25.73,NL,PCUNL,"PRESA EL CUCHILLO, NL. AUTOMATICA",23.1
-100.38,27.45,NL,PSANL,PRESA SALINILLAS,78.5
-100.55,25.03,NL,SRANL,SAN RAFAEL,0
-99.78,23.98,NL,ZRGNL,ZARAGOZA,12
-96.1,17.02,OAX,AYUOX,AYUTLA,14.7
-96.72,17.07,OAX,BAEOX,BASE AEREA,16.5
-95.5,16.8,OAX,BOQOX,BOQUILLA 1,0
-96.27,18.02,OAX,CDOOX,CERRO DE ORO (MADRID),24
-94.82,16.58,OAX,CHIOX,CHICAPA,19.6
-95.06,16.5,OAX,CHVOX,SANTIAGO CHIVELA,0
-96.87,17.83,OAX,CPAOX,CONCEPCION PAPALO,7
-96.95,17.8,OAX,CUIOX,CUICATLAN,2.5
-96.48,18.11,OAX,DPSOX,DIQUE PESCADITOS,19.7
-95.42,16.44,OAX,EMAOX,EL MARQUEZ (RIO TEHUANTEPEC),1
-95.1,16.58,OAX,IXTOX,IXTEPEC,1.2
-96.2,17.87,OAX,JACOX,JACATEPEC,23.5
-96.2,17.87,OAX,JDMOX,JALAPA DEL MARQUES,0
-95.2,16.6,OAX,KM1OX,KM. 33+190,0
-95.3,16.4,OAX,LPIOX,LAS PILAS,0
-95.49,17.46,OAX,MAROX,MARIA LOMBARDO,3.3
-96.73,17.07,OAX,OACOX,OAXACA CENTRO,149.6
-96.7,17,OAX,OAOOX,OAXACA OBS. AEROPUERTO,18.1
-94.4,16.5,OAX,OSTOX,OSTUTA,0
-96.08,18.17,OAX,PAPOX,PAPALOAPAN,3
-98.05,16.35,OAX,PNTOX,"PINOTEPA, ",0
-96.5,15.7,OAX,PTAOX,PUERTO ANGEL,0
-95.92,17.73,OAX,RMLOX,RIO MANSO LALANA,98.5
-97.73,16.1,OAX,RVEOX,RÌO VERDE,0
-95.2,16.18,OAX,SCROX,SALINA CRUZ,0
-96.53,17.88,OAX,SFUOX,SAN FELIPE USILA,22.7
-96.45,17.12,OAX,SMAOX,SAN ANTONIO CUAJIMOLOYAS,42
-96.55,18.05,OAX,STDOX,SANTO DOMINGO,76.1
-95.2,16.3,OAX,TEHOX,TEHUANTEPEC,0
-96.42,18.23,OAX,TEMOX,PRESIDENTE ALEMAN (TEMAZCAL),8.5
-95.6,16.42,OAX,TEQOX,TEQUISISTLAN,0
-96.13,18.08,OAX,TUXOX,TUXTEPEC,9.8
-96.3,17.78,OAX,VANOX,VALLE NACIONAL,42.6
-97.83,17.73,OAX,YOSOX,P. YOSOCUTA,19.7
-94.22,16.4,OAX,ZANOX,ZANATEPEC,0.2
-97.42,19.45,PUE,ACHPB,ALCHICHILCA,17.8
-97.97,20.18,PUE,ACJPB,ACAJETE,16
-98.06,18.28,PUE,ADOPB,ACTALAN DE OSORIO,12.4
-98.14,18.94,PUE,AFRPB,AFRICAM,24.1
-98.15,20.03,PUE,AHUPB,AHUAZOTEPEC,3.3
-97.85,20.41,PUE,APAPB,APAPANTILLA,16.8
-98.41,18.91,PUE,ATXPB,ATLIXCO,11.4
-98.11,18.91,PUE,BDDPB,BALCON DEL DIABLO,21.2
-97.43,18.98,PUE,CDSPB,CIUDAD SERDAN,53
-97.95,18.97,PUE,CEMPB,CEMEX,10
-98.58,18.52,PUE,CHIPB,CHIETLA,17
-98.32,19.07,PUE,CHLPB,CHOLULA,22.9
-98.49,18.11,PUE,CHSPB,CHILA DE SAL,12.7
-98.2,19.04,PUE,CNAPB,C.N.A.,8
-98.05,18.83,PUE,CNGPB,CHIGNAHUAPAN,18.1
-98.16,18.61,PUE,COAPB,COATZINGO,0.5
-98.06,19.09,PUE,CPLPB,CAPULAC,11.3
-97.53,20.05,PUE,CTZPB,CUETZALAN,178.1
-98.28,18.97,PUE,ECHPB,ECHEVERRIA,11
-98.46,19.1,PUE,HJTPB,HUEJOTZINGO,23.5
-98.54,18.77,PUE,HQCPB,HUAQUECHULA,0
-98.05,20.18,PUE,HUAPB,HUAUCHINANGO,17.8
-97.82,19.62,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",20.9
-98.47,18.58,PUE,IZMPB,IZUCAR DE MATAMOROS,8
-97.69,19.49,PUE,LIBPB,LIBRES,32.5
-98.1,18.6,PUE,MAYPB,MAYORAZGO 21 PTE.,5.9
-98,20.23,PUE,NNEPB,NUEVO NECAXA,25.6
-97.55,19.7,PUE,OYAPB,OYAMELES,24
-97.25,18.92,PUE,PCRPB,PASO CARRETAS,47
-98.36,18.36,PUE,PIXPB,PIAXTLA,5.5
-97.85,20.27,PUE,PTLPB,PATLA,16.7
-98.17,19.05,PUE,PUOPB,PUEBLA OBSERVATORIO,11
-97.13,19.25,PUE,QUIPB,QUIMIXTLAN,31
-97.4,20.1,PUE,RNAPB,RANCHO NUEVO (AYOTOXCO),58
-98.22,19.11,PUE,SCRPB,SN CRISTOBAL CALERAS,31
-97.91,18.74,PUE,SMCPB,SAN MIGUEL CANOA,23
-97.45,19.96,PUE,SOLPB,P. LA SOLEDAD,21.5
-98.58,19.33,PUE,SRTPB,SANTA RITA TLAHUAPAN,16
-98.58,19.33,PUE,SRTPB,STA RITA TLAHUAPAN,16
-97.79,20,PUE,TDRPB,TEPANGO DE RODRIGUEZ,45
-97.72,18.88,PUE,TECPB,TECAMACHALCO,14.4
-97.4,18.4,PUE,TEHPB,TEHUACAN,15.5
-98.78,18.47,PUE,TELPB,TEOTLALCO,0
-98.78,18.47,PUE,TELPB,TETLALCO,0
-97.81,19.83,PUE,TEOPB,TETELA DE OCAMPO,9.1
-97.79,20,PUE,TEPPB,TEPANGO DE RODRIGUEZ,14.9
-97.35,19.82,PUE,TEZPB,TEZIUTLAN,34.6
-96.85,18.41,PUE,TLPPB,TLACOTEPEC DE DIAZ,45.5
-98.03,20.43,PUE,TLXPB,TLAXCO,7
-97.45,19.48,PUE,TPYPB,TEPEYAHUALCO,13.5
-98.06,20.18,PUE,UDSPB,UNIVERSIDAD DE LA SIERRA,19.1
-97.72,18.87,PUE,UTTPB,"Univ. TecnolÛgica Tecamachalco, Pue.  SMN*",0
-97.68,20.51,PUE,VENPB,VENUSTIANO CARRANZA,11.1
-97.95,20.28,PUE,XDJPB,XICOTEPEC DE JUAREZ,25.7
-97.58,19.87,PUE,ZCPPB,ZACAPOAXTLA,39.6
-97.02,18.34,PUE,ZOQPB,ZOQUITLAN,0
-97.83,20.18,PUE,ZRGPB,ZARAGOZA,21
-100.49,20.59,QRO,ADJQT,"LAS ADJUNTAS, QRO., AUTOMATICA",6.9
-100.27,20.7,QRO,AMZQT,"AMAZCALA, QRO. AUTOMATICA",0
-100.35,20.5,QRO,BATQT,EL BATAN,0
-100.44,20.6,QRO,CARQT,CARRILLO,2.5
-100.07,20.42,QRO,CNSQT,CONSTITUCION DE 1917,10.8
-100.45,20.54,QRO,EPUQT,EL PUEBLITO,1.5
-100.37,20.57,QRO,GHQQT,GERENCIA HIDALGO QRO.,1
-100.28,20.39,QRO,HUIQT,EHCA HUIMILPAN,34.6
-99.97,20.21,QRO,IDFQT,SAN ILDEFONSO,23
-99.48,21.23,QRO,JLPQT,JALPAN,0
-100.45,20.7,QRO,JRQQT,JURIQUILLA,0
-100.23,20.62,QRO,MARQT,MARQUEZ,0.4
-100.37,20.57,QRO,OBSQT,OBSERVATORIO,0.7
-99.82,21.06,QRO,PMLQT,PE—AMILLER,3.2
-100,20.36,QRO,SJSQT,SAN JOSE,4.5
-86.82,21.16,QROO,CANQR,CANCUN,0.3
-88.33,18.5,QROO,CHOQR,CHETUMAL,29.6
-86.78,21.07,QROO,CNCQR,"CANCUN, QROO. AUTOMATICA",0.5
-86.91,20.48,QROO,CO2QR,COZUMEL. AUTOMATICA,0.8
-86.95,20.51,QROO,COZQR,COZUMEL,0
-88.04,19.57,QROO,FCRQR,FELIPE CARRILLO PUERTO,5.7
-87.08,20.62,QROO,PDCQR,PLAYA DEL CARMEN,1.2
-106.65,24.05,SIN,ACTSI,ACATITAN,0
-107.38,25.09,SIN,AL2SI,EL VAREJONAL (HIDRO) P ADOLFO LOPEZ MATEOS,0
-107.38,25.09,SIN,ALMSI,PRESA ADOLFO LOPEZ MATEOS,0
-108.7,25.7,SIN,ARCSI,ADOLFO RUIZ CORTINEZ,0
-107.47,25.03,SIN,AWSSI,ANDREW WEISS,0
-108.33,26.74,SIN,CHXSI,"CHOIX, ESTACION",0
-107.4,24.82,SIN,CLCSI,CULIACAN,0
-109.33,26.1,SIN,CRRSI,EL CARRIZO,0
-107.35,24.32,SIN,DRDSI,EL DORADO,0
-108.08,25.47,SIN,EBLSI,PRESA EUSTAQUIO BUELNA,0
-108.62,26.43,SIN,EFTSI,EL FUERTE,0
-108.32,26.08,SIN,GBESI,PRESA GUILLERMO BLAKE (EL SABINAL),0
-107.91,25.85,SIN,GD2SI,BACURATO (HIDRO) P GUSTAVO DIAZ ORDAZ,0
-107.91,25.86,SIN,GDOSI,PRESA GUSTAVO DIAZ ORDAZ,0
-108.09,25.47,SIN,GMCSI,GUAMUCHIL,0
-108.47,25.72,SIN,GSVSI,GUASAVE,0
-107.23,25.34,SIN,GTNSI,GUATENIPA,0
-109.33,25.98,SIN,HDZSI,HIGUERA DE ZARAGOZA,0
-106.6,23.96,SIN,IXPSI,IXPALINO,0
-107.04,24.71,SIN,JGRSI,J. GRO. ALCOSER (VINORAMAS),0
-106.81,24.57,SIN,JLPSI,PRESA JOSE LOPEZ PORTILLO,0
-108.01,25.9,SIN,JNASI,JAINA,0
-108.72,26.41,SIN,JORSI,PRESA JOSEFA ORTIZ DE DOMINGUEZ,0
-106.9,23.92,SIN,LCRSI,LA CRUZ,0
-108.35,26.9,SIN,LD2SI,HUITES (HIDRO),0
-108.35,26.9,SIN,LDCSI,HUITES,0
-109,25.8,SIN,MCHSI,LOS MOCHIS,0
-106.4,23.23,SIN,MZTSI,MAZATLAN,0
-107.44,24.63,SIN,OBSSI,OBSERVATORIO CULIACAN,0
-108.58,26.51,SIN,PMHSI,PRESA MIGUEL HIDALGO,0
-106.47,23.56,SIN,QLTSI,QUELITE,0
-107.76,25.12,SIN,RAVSI,ESTACION RANCHO VIEJO,0
-105.85,22.98,SIN,RSRSI,ROSARIO,0
-106.95,24.48,SIN,SCRSI,SANTA CRUZ,0
-108.78,26.07,SIN,SFRSI,SUFRAGIO,0
-107.5,25.3,SIN,SJNSI,SAN JUAN,0
-107.1,24.8,SIN,SLRSI,SAN LORENZO,0
-106.7,24.12,SIN,SLTSI,EL SALTO (AURELIO BENASSINI),0
-107.16,24.81,SIN,SN2SI,SANALONA (HIDRO),0
-107.16,24.81,SIN,SNLSI,PRESA SANALONA,0
-106.25,23.35,SIN,SQRSI,SIQUEROS,0
-108.13,26.9,SIN,TBRSI,SAN FRANCISCO,0
-105.85,25.09,SIN,TORSI,TORTUGA,0
-107.06,24.75,SIN,VINSI,VINORAMAS,0
-107.4,25.13,SIN,ZOPSI,ZOPILOTE                            *,0
-98.56,21.97,SLP,AJTSL,LAS ADJUNTAS,3.8
-98.96,21.75,SLP,BLMSL,BALLESMI,10.4
-99.02,21.98,SLP,CDVSL,CD. VALLES,0
-101.11,23.13,SLP,CHRSL,CHARCAS,1.5
-100.28,22.43,SLP,CTSSL,CERRITOS,0
-99.24,21.91,SLP,GANSL,GALLINAS,2.2
-100.82,21.88,SLP,IVGSL,VALENTIN GAMA,0
-100.67,23.65,SLP,MA2SL,MATEHUALA. AUTOMATICA,0
-100.64,23.66,SLP,MATSL,MATEHUALA,0
-99.16,22.12,SLP,MICSL,MICOS,1.8
-98.8,21.33,SLP,MTPSL,MATLAPA,30.7
-99.32,22.52,SLP,NRJSL,NARANJOS,1.8
-100.76,21.85,SLP,OCTSL,OJO CALIENTE,0
-99.83,21.63,SLP,PMYSL,MONTOYA,0
-98.94,21.85,SLP,PUJSL,EL PUJAL,1.6
-98.89,21.43,SLP,RQTSL,REQUETEMU,36.2
-100,21.93,SLP,RVDSL,RIO VERDE,0
-101.68,22.63,SLP,SDHSL,SALINAS DE HIDALGO,0
-101,22.2,SLP,SGRSL,SOLEDAD GRACIANO,0.5
-101.02,22.15,SLP,SLPSL,SAN LUIS POTOSI,0.2
-99.06,22.02,SLP,STRSL,SANTA ROSA,6.6
-98.62,21.69,SLP,SVTSL,SAN VICENTE,2
-98.86,21.25,SLP,TBLSL,TIERRA BLANCA,10.2
-100.58,21.62,SLP,TIESL,TIERRA NUEVA,0
-98.77,22,SLP,TMISL,TAMUIN,2.8
-98.77,22,SLP,TMISL,TAMUIN OBS,2.8
-98.82,21.55,SLP,TMOSL,TAMPAMOLON,2.7
-98.76,21.24,SLP,TMTSL,TEMAMATLA,12
-101.93,22.85,SLP,VRASL,V. RAMOS                            *,0
-100.93,21.8,SLP,VRYSL,VILLA DE REYES,0
-110.22,30,SON,ACNSO,ACONCHI,2.5
-108.94,27.02,SON,ALASO,"ALAMOS, SON. AUTOMATICA",0
-111.73,30.72,SON,ALTSO,ALTAR,4.9
-109.94,27.48,SON,AOBSO,PRESA ALVARO OBREGON,0
-109.54,31.33,SON,APTSO,AGUA PRIETA,0
-109.1,27.23,SON,ARCSO,PRESA ADOLFO RUIZ CORTINEZ,0
-109.09,30.07,SON,ARISO,ARIBABI,0
-110.92,29.08,SON,ARLSO,PRESA ABELARDO RODRIGUEZ LUJAN,0
-110.17,30.34,SON,ARZSO,ARIZPE,0.5
